entry_time,exit_time,direction,entry_price,exit_price,sl_price,tp_price,size_usd,pnl,pnl_pct,exit_reason
2022-03-27 20:30:00,2022-04-06 17:00:00,long,46174.9,43520.64717557685,43520.64717557685,48748.38664625566,108.04431504802055,-6.29710246764805,-5.748258955456645,SL
2022-04-06 20:00:00,2022-04-11 16:00:00,short,43789.2,40520.73208178587,45500.44736095112,40520.73208178587,154.09098282090795,11.3782260727364,7.464095983060039,TP
2022-04-12 05:15:00,2022-04-13 19:00:00,short,40023.3,41488.36688911444,41488.36688911444,37168.377843233575,173.8298033281553,-6.502164566424808,-3.660534961171212,SL
2022-04-13 20:15:00,2022-04-21 12:45:00,short,41129.0,42714.95097542521,42714.95097542521,38030.87843931966,159.95774636478237,-6.296001983861366,-3.856040690085358,SL
2022-04-21 17:15:00,2022-04-21 22:15:00,long,41907.5,40413.516450299714,40413.516450299714,44658.187830751696,167.72036659316132,-6.113332020528228,-3.5649550789245024,SL
2022-04-22 00:15:00,2022-04-24 16:45:00,long,40453.6,38949.68388941661,38949.68388941661,43397.80328263794,155.89911154706013,-5.9204750558755,-3.717632325882967,SL
2022-04-24 18:15:00,2022-04-25 07:00:00,long,39590.7,38348.75866880803,38348.75866880803,41892.12518042661,179.09554154455356,-5.761417948197231,-3.13695219127717,SL
2022-04-25 11:15:00,2022-04-25 18:45:00,short,38660.7,40113.48212867088,40113.48212867088,36138.814635095674,144.90753017038972,-5.561225000651983,-3.757775023915465,SL
2022-04-25 18:45:00,2022-04-26 17:15:00,long,39865.2,38161.3922954246,38161.3922954246,42684.43380953485,123.50393285969618,-5.377265372783869,-4.273922379858615,SL
2022-04-26 21:00:00,2022-05-05 15:00:00,long,38316.0,36617.446150648764,36617.446150648764,41422.59167532627,115.43260741754285,-5.20949035124663,-4.433014535314844,SL
2022-05-06 05:30:00,2022-05-09 08:30:00,short,36453.4,33122.80686260158,38131.62118787058,33122.80686260158,107.75706980764696,9.759102524118203,9.136577486320672,TP
2022-05-09 13:30:00,2022-05-10 00:00:00,short,33160.0,29986.518301681008,34982.286566562434,29986.518301681008,95.59992441582298,9.07263376656786,9.570210187934235,TP
2022-05-10 01:00:00,2022-05-12 05:15:00,short,30938.3,26820.45463148439,33362.021271539496,26820.45463148439,70.53584105460104,9.331795192108242,13.309863077530471,TP
2022-05-12 12:15:00,2022-06-13 03:15:00,long,28051.6,24898.113060279662,24898.113060279662,34227.7502753736,51.64473948747592,-5.8470812908490055,-11.24173644184409,SL
2022-06-13 04:15:00,2022-06-13 14:45:00,short,26079.3,22689.237875059676,27876.948197058002,22689.237875059676,81.68209264297722,10.552553140455938,12.999053367768013,TP
2022-06-14 05:15:00,2022-06-18 18:15:00,short,22854.9,18297.662795473578,25189.305307872117,18297.662795473578,58.22317234626866,11.563045970739061,19.939869369484985,TP
2022-06-18 21:45:00,2022-06-19 20:30:00,short,18503.9,20458.37696466002,20458.37696466002,14729.624584636798,59.586394280617355,-6.3414901492938975,-10.562513657445285,SL
2022-06-20 04:00:00,2022-07-08 01:15:00,short,19995.6,21901.027196029107,21901.027196029107,16243.25364171341,64.05108056938745,-6.154817193846097,-9.529232411276022,SL
2022-07-08 08:45:00,2022-07-12 19:15:00,short,21431.5,19405.32609916393,22636.24655678183,19405.32609916393,105.29317261672732,9.870377985166312,9.454186131796986,TP
2022-07-13 04:45:00,2022-07-15 19:30:00,long,19471.0,21144.00371343921,18589.853144291388,21144.00371343921,137.33590995712078,11.690423365240415,8.592284492009714,TP
2022-07-15 22:15:00,2022-07-18 05:45:00,short,20850.2,21838.293454577393,21838.293454577393,18895.425828756684,138.5469381207916,-6.676593404584038,-4.739011877955092,SL
2022-07-18 17:00:00,2022-07-26 03:00:00,long,22124.7,20917.461966008585,20917.461966008585,24487.882054814727,116.65789661740975,-6.458784369243812,-5.456517078158873,SL
2022-07-26 04:45:00,2022-07-27 18:00:00,short,21116.1,22114.878486889455,22114.878486889455,19148.12077114879,130.48150353945422,-6.276079723704134,-4.729938231441677,SL
2022-07-28 00:15:00,2022-07-28 15:45:00,short,22800.3,23918.63934903994,23918.63934903994,20662.84141150216,121.9876522145405,-6.0810022509330794,-4.904932606325089,SL
2022-07-29 08:00:00,2022-08-02 04:30:00,long,23920.1,22774.382899160173,22774.382899160173,26118.21650176093,121.11198384903697,-5.897871648712685,-4.789767186758523,SL
2022-08-02 14:15:00,2022-08-11 12:30:00,long,23077.9,24951.730463746906,22008.560504493315,24951.730463746906,121.3750821903541,9.758056883019913,8.119588280332717,TP
2022-08-11 14:30:00,2022-08-19 06:30:00,short,24466.7,22682.76212554129,25491.72209117537,22682.76212554129,141.23038798464955,10.184531829930139,7.291289280772283,TP
2022-08-19 19:15:00,2022-08-26 23:00:00,long,21401.0,20485.876845842962,20485.876845842962,23197.780182553,145.51478256544974,-6.338735399612936,-4.276076604630801,SL
2022-08-27 08:45:00,2022-09-06 19:30:00,short,20186.6,18731.165331653272,20937.21647300322,18731.165331653272,162.22509890078115,11.566495322193779,7.2099049287484105,TP
2022-09-07 08:00:00,2022-09-09 03:15:00,short,18796.9,19479.615253128737,19479.615253128737,17528.732867788236,175.63451797072003,-6.519663985614576,-3.632063016394914,SL
2022-09-10 00:00:00,2022-09-12 01:30:00,short,21253.6,22123.159880888437,22123.159880888437,19723.0481905785,151.1374326549287,-6.304476397793507,-4.0913533749032585,SL
2022-09-12 03:15:00,2022-09-13 06:30:00,short,21694.3,22489.97612772072,22489.97612772072,20149.875830066794,163.43962709485797,-6.125183861411645,-3.6676736641455245,SL
2022-09-13 06:30:00,2022-09-13 15:45:00,short,22372.9,20747.652721515977,23188.66430843348,20747.652721515977,159.36182319107184,11.449121952374732,7.26435678201764,TP
2022-09-14 00:00:00,2022-10-13 12:30:00,short,20197.1,17966.285067661225,21321.857829068435,17966.285067661225,110.50911214981728,12.117571664848503,11.045223979377106,TP
2022-10-13 15:15:00,2022-10-13 18:45:00,short,18789.7,19358.242061919947,19358.242061919947,17714.71425284198,215.40218785922266,-6.689999202697484,-3.0258176656356763,SL
2022-10-14 07:15:00,2022-10-15 08:45:00,long,19692.6,19040.94089028776,19040.94089028776,20916.49162652489,190.89384126816185,-6.46969254934371,-3.309157296203854,SL
2022-10-15 08:45:00,2022-10-17 13:30:00,short,19061.1,19603.233088203477,19603.233088203477,18000.8489770461,215.2773151353659,-6.295108551957163,-2.8441857406103432,SL
2022-10-18 00:15:00,2022-10-18 19:00:00,long,19580.5,19123.209294254197,19123.209294254197,20381.14894085372,254.08638394879344,-6.13730255044919,-2.3354393695043703,SL
2022-10-18 20:30:00,2022-10-25 17:00:00,short,19378.8,19865.115160195033,19865.115160195033,18480.95872181903,229.1239296060706,-5.933213510461536,-2.5095215400078126,SL
2022-10-25 20:30:00,2022-10-29 10:15:00,long,20147.2,21073.229588685965,19542.441601740622,21073.229588685965,185.62544294760949,8.38343721425813,4.596319035329793,TP
2022-10-29 11:30:00,2022-11-02 20:15:00,long,20680.6,20092.094939759052,20092.094939759052,21854.857134494043,204.64028277703594,-5.987133304112206,-2.84568658666067,SL
2022-11-03 11:30:00,2022-11-04 06:15:00,short,20113.1,20636.310803610104,20636.310803610104,19161.56999718978,216.9574010565411,-5.817372999612444,-2.601343421004745,SL
2022-11-04 06:30:00,2022-11-04 14:15:00,short,20574.7,21116.684993095132,21116.684993095132,19648.079034529117,207.6236755804536,-5.6353848292432005,-2.634230356190522,SL
2022-11-05 11:00:00,2022-11-07 06:15:00,long,21364.3,20802.582977019996,20802.582977019996,22440.19190543563,201.58830570895273,-5.461494988468703,-2.6292320505703586,SL
2022-11-07 06:15:00,2022-11-08 04:00:00,short,20863.3,19954.67859961029,21342.32133098464,19954.67859961029,223.7099255727498,9.563864011102154,4.355118319679569,TP
2022-11-08 16:30:00,2022-11-08 19:15:00,short,20561.4,18259.13862180497,21729.537734212456,18259.13862180497,95.46010121189659,10.612306045244562,11.197006907093053,TP
2022-11-09 12:45:00,2022-11-09 20:45:00,long,17603.4,16153.079950019905,16153.079950019905,20199.129699481928,69.69000983577382,-5.797416603806501,-8.23886323085368,SL
2022-11-10 15:00:00,2023-01-13 17:15:00,short,17681.7,19367.708435205146,19367.708435205146,14541.766812958109,58.39066009127678,-5.614454625896708,-9.535329946810235,SL
2023-01-14 09:00:00,2023-01-20 20:00:00,short,20842.0,21772.769938769445,21772.769938769445,19193.983747924176,120.90247247588408,-5.4960304370274935,-4.4658379175196465,SL
2023-01-21 04:15:00,2023-01-21 17:45:00,short,22614.0,23354.74635972316,23354.74635972316,21138.953894409507,159.80010292326594,-5.362267628274574,-3.275609621133642,SL
2023-01-21 20:15:00,2023-01-22 20:45:00,long,23184.9,22348.650600502002,22348.650600502002,24855.542123640415,140.66374232177677,-5.186090510945146,-3.606870849121625,SL
2023-01-22 22:45:00,2023-02-02 00:45:00,long,22674.3,24240.92739167017,21824.655750068305,24240.92739167017,131.24514337041325,8.963078164455322,6.9092646373655295,TP
2023-02-02 08:30:00,2023-02-09 03:00:00,short,23798.9,22462.624735697293,24507.25882259327,22462.624735697293,174.26447754729458,9.645297408423257,5.614861461255389,TP
2023-02-09 08:15:00,2023-02-10 05:30:00,short,22735.4,21625.503076677756,23315.83001432368,21625.503076677756,214.50344152822927,10.300027822628941,4.881800730676588,TP
2023-02-10 06:30:00,2023-02-15 19:00:00,long,21847.6,23083.010700807485,21225.97854965837,23083.010700807485,203.32851597280987,11.334903254529612,5.654674659035712,TP
2023-02-16 05:00:00,2023-02-16 23:00:00,long,24632.4,23873.992419717106,23873.992419717106,26142.04074814049,198.943486979875,-6.284430790844383,-3.0789025035436888,SL
2023-02-16 23:00:00,2023-02-24 16:00:00,long,24079.9,22979.083867450274,22979.083867450274,26001.585157425045,129.8638123167957,-6.040634127388589,-4.5715145517619575,SL
2023-02-24 21:15:00,2023-03-09 16:45:00,short,23161.6,21435.072563915368,24035.37106374662,21435.072563915368,152.56530166023794,11.25057223672725,7.454266700420656,TP
2023-03-10 14:00:00,2023-03-12 18:15:00,short,19913.5,20901.9709007525,20901.9709007525,18392.237765453352,122.74896130815476,-6.191240389861835,-4.9638230384036035,SL
2023-03-13 13:15:00,2023-03-14 12:30:00,long,22430.1,24971.75220029234,21093.41040271292,24971.75220029234,99.12654360733634,11.153158614466614,11.331434992676543,TP
2023-03-14 18:15:00,2023-03-15 17:00:00,long,25557.7,23937.94469976678,23937.94469976678,28790.34346936168,98.48930644556694,-6.320690212709908,-6.337641103202637,SL
2023-03-15 17:00:00,2023-03-17 22:15:00,long,24316.6,27443.05386452846,22652.047814217385,27443.05386452846,88.41466549341278,11.296991247498502,12.85728212220649,TP
2023-03-18 07:15:00,2023-03-22 18:00:00,short,27404.7,28860.760637157066,28860.760637157066,24535.255628549174,120.28934770614302,-6.487419276762028,-5.313178531992923,SL
2023-03-22 18:15:00,2023-03-22 19:30:00,long,28454.6,27074.921397214872,27074.921397214872,31217.930749709372,127.79844839330691,-6.298803979008897,-4.8487014499768994,SL
2023-03-23 01:45:00,2023-04-10 22:00:00,long,27137.9,29833.83518724941,25762.46264538816,29833.83518724941,118.53224530373062,11.680412926650302,9.934207095056758,TP
2023-04-11 05:45:00,2023-04-19 08:15:00,long,29871.6,29059.407144571927,29059.407144571927,31393.202835219865,233.84105691209518,-6.5450863342531695,-2.7189466095825843,SL
2023-04-19 15:30:00,2023-04-21 19:00:00,short,29220.2,27573.70576144108,30171.38250305783,27573.70576144108,189.28540339343022,10.51438936951816,5.6347808658356895,TP
2023-04-22 12:45:00,2023-04-25 21:00:00,short,27325.1,28116.442227236224,28116.442227236224,25759.605853775018,223.6544397105109,-6.656016131549852,-2.896026829677571,SL
2023-04-26 20:45:00,2023-05-10 17:15:00,long,28405.3,27082.73958942015,27082.73958942015,31036.30375481027,134.82315997016985,-6.385270623811084,-4.656033946410876,SL
2023-05-10 17:15:00,2023-06-14 20:30:00,short,27130.1,25265.425911448063,28534.367987647194,25265.425911448063,117.57714940245558,7.987112470641679,6.873082253850653,TP
2023-06-15 12:15:00,2023-06-16 17:15:00,long,24955.9,26161.75000217052,24327.399229967807,26161.75000217052,251.16553264162386,11.935194024187494,4.831923521774485,TP
2023-06-17 08:45:00,2023-06-20 18:00:00,long,26590.6,28002.336757498168,25868.588381312955,28002.336757498168,246.1440877913322,12.871261317579169,5.309157211564121,TP
2023-06-21 12:45:00,2023-06-21 15:15:00,short,28875.9,29859.558067663584,29859.558067663584,27027.935864197916,207.53433648610613,-7.23568848068175,-3.40650184985951,SL
2023-06-21 21:00:00,2023-08-01 02:00:00,long,30001.5,28794.101687012,28794.101687012,32003.299688523228,170.2735438555738,-6.988809192156872,-4.024459820302317,SL
2023-08-01 10:15:00,2023-08-01 23:45:00,long,28896.1,29683.761660505515,28491.32338689027,29683.761660505515,474.2236831900179,12.5472033172307,2.72584072073919,TP
2023-08-02 15:15:00,2023-08-17 00:30:00,long,29291.7,28654.41054867403,28654.41054867403,30380.580739986395,322.6296385892835,-7.277445891696053,-2.175665636770726,SL
2023-08-18 20:45:00,2023-08-29 14:15:00,short,26072.6,27090.306282274774,27090.306282274774,24238.397053993293,174.23518549452908,-6.940406952469369,-3.9033555620642963,SL
2023-08-31 07:15:00,2023-08-31 16:15:00,long,27278.2,26693.63938871446,26693.63938871446,28395.061747115345,307.64970030714574,-6.838926355745381,-2.1429588876302033,SL
2023-09-01 02:45:00,2023-09-14 18:30:00,short,26045.4,26827.216881425935,26827.216881425935,24583.02384818882,212.7974103396362,-6.557876733099011,-3.0017464942981613,SL
2023-09-14 20:00:00,2023-09-18 12:30:00,short,26594.4,27323.91684735856,27323.91684735856,25277.464274759594,225.68819091364318,-6.371453055565246,-2.743122038318436,SL
2023-09-19 08:15:00,2023-09-21 13:45:00,long,26925.1,26371.357735700298,26371.357735700298,28034.0884563056,291.7315853854357,-6.2331441794757225,-2.056602442701051,SL
2023-09-21 17:15:00,2023-09-28 16:15:00,short,26630.2,27237.783414809477,27237.783414809477,25436.35727912132,254.77173948347692,-6.016581977369885,-2.2815578358760966,SL
2023-09-28 20:45:00,2023-10-01 22:15:00,long,27071.2,28186.80530734233,26488.7453206678,28186.80530734233,261.77526809243193,10.578349755637385,4.121004267791336,TP
2023-10-02 05:30:00,2023-10-02 21:45:00,long,27964.0,27305.2195406486,27305.2195406486,29184.7917317499,252.5501549714857,-6.151657743108317,-2.3558162614482945,SL
2023-10-03 03:30:00,2023-10-11 15:15:00,long,27621.8,26893.164351977106,26893.164351977106,29059.07330363951,218.54757256078585,-5.939905944886506,-2.6379006727399856,SL
2023-10-12 09:30:00,2023-10-16 05:15:00,long,26722.6,27727.653217165618,26187.021140715362,27727.653217165618,278.7557959142391,10.261170162396274,3.7610607394700355,TP
2023-10-16 09:30:00,2023-10-16 13:15:00,long,27707.5,28681.36140536987,27210.119605402742,28681.36140536987,328.3755513845913,11.279022051376447,3.514793486853268,TP
2023-10-17 06:45:00,2023-10-20 10:15:00,long,28214.7,29999.388209496035,27316.48819683154,29999.388209496035,195.79388981097938,12.228080892114422,6.325384319152905,TP
2023-10-20 20:15:00,2023-10-23 01:15:00,short,29566.3,30433.153260785235,30433.153260785235,27905.439618149783,225.10751363572317,-6.780004912576476,-2.931896317040806,SL
2023-10-23 14:45:00,2023-10-23 20:15:00,short,30762.7,31640.241725397696,31640.241725397696,29077.0132810256,224.2334259301902,-6.575905495034755,-2.8526160753044945,SL
2023-10-24 05:45:00,2023-11-09 14:00:00,long,33902.4,37462.40943306508,32077.15162934698,37462.40943306508,115.14551742162257,11.999037256485307,10.500759335814205,TP
2023-11-09 16:30:00,2023-11-14 18:45:00,long,36293.1,34654.60531866063,34654.60531866063,39048.51893480603,145.28833411085265,-6.675443374422801,-4.5146176031790315,SL
2023-11-15 08:00:00,2023-11-15 20:00:00,long,35700.5,37877.215682126014,34528.06417208084,37877.215682126014,193.6290821718538,11.65096667107407,6.0971574127141475,TP
2023-11-16 02:00:00,2023-11-16 15:45:00,long,37508.3,36275.27056473945,36275.27056473945,39965.04775607042,204.06943532849297,-6.8717339542964515,-3.2873508936970106,SL
2023-11-16 20:30:00,2023-12-01 09:15:00,long,36015.1,38628.397928308616,34671.158894722204,38628.397928308616,174.2501469412349,12.504395068605076,7.256117373847684,TP
2023-12-01 16:15:00,2023-12-04 01:15:00,long,38779.9,40513.87992662011,37677.0408072377,40513.87992662011,241.83245198558353,10.619677376798762,4.471336766263214,TP
2023-12-04 14:30:00,2023-12-05 17:15:00,long,41631.7,43817.257965911864,40405.287783652675,43817.257965911864,244.27654166683203,12.628473575798681,5.24974470394403,TP
2023-12-06 12:15:00,2023-12-11 02:00:00,short,43932.7,41166.25516580214,45392.53114551686,41166.25516580214,227.96193372054822,14.172407508268625,6.297006180357358,TP
2023-12-12 04:15:00,2024-01-02 00:00:00,long,41690.0,44662.851299205315,40200.45582276132,44662.851299205315,223.90952317272038,15.787524261252283,7.130849842181133,TP
2024-01-02 14:45:00,2024-01-03 11:45:00,long,45293.6,43987.67906617743,43987.67906617743,47816.86583205114,293.8955958527881,-8.708817197808697,-2.8832350129434845,SL
2024-01-03 11:45:00,2024-01-03 12:00:00,long,43728.9,42169.37399136138,42169.37399136138,46639.438576522734,230.27560911710754,-8.396656692485891,-3.566350876968363,SL
2024-01-03 17:15:00,2024-01-04 20:30:00,short,42794.9,44749.30563222821,44749.30563222821,38902.89479881458,174.30893466291639,-8.09998365214796,-4.566912487768881,SL
2024-01-05 00:00:00,2024-01-09 21:15:00,long,44192.3,48032.43483928799,42247.266029531995,48032.43483928799,175.34691697728388,15.09667109426072,8.68960167107842,TP
2024-01-09 21:15:00,2024-01-12 22:00:00,long,45899.5,42853.95372707642,42853.95372707642,50049.63171412268,123.13685143322219,-8.268946608827589,-6.635249344597612,SL
2024-01-13 15:15:00,2024-01-18 20:30:00,long,43096.6,40761.79124761438,40761.79124761438,47637.38640231199,146.2334573807386,-8.039355495320772,-5.4176170565325705,SL
2024-01-19 03:30:00,2024-01-22 19:30:00,long,41017.7,39416.02139959391,39416.02139959391,43664.75835569017,196.70904487060074,-7.83855530045304,-3.9048474205186667,SL
2024-01-23 07:45:00,2024-01-26 18:00:00,long,39773.9,42148.892119398435,38469.2403632626,42148.892119398435,226.9999777578277,13.373096898875566,5.971232691283564,TP
2024-01-26 20:45:00,2024-02-08 00:00:00,long,41960.9,44442.170405381105,40615.1814352984,44442.170405381105,244.68458955070028,14.273165786006317,5.9132916724405415,TP
2024-02-08 04:00:00,2024-02-09 02:45:00,long,44552.5,46390.72445160009,43623.137125563044,46390.72445160009,396.7133053026958,16.0509161653085,4.12597374243889,TP
2024-02-09 22:30:00,2024-02-12 15:45:00,long,47218.8,49831.96849778215,45901.70306160481,49831.96849778215,313.9423577254757,17.122948787493403,5.534169648068459,TP
2024-02-12 21:45:00,2024-02-14 09:00:00,short,49835.3,51436.570377331795,51436.570377331795,46888.67221740454,288.5239711237058,-9.501454411572446,-3.2131247877143143,SL
2024-02-14 16:30:00,2024-02-26 20:00:00,long,51692.7,54976.45934720345,50034.57478828175,54976.45934720345,280.1293218020865,17.57100646897666,6.352462431259055,TP
2024-02-27 00:00:00,2024-02-28 07:30:00,long,54650.2,58043.638899186495,52860.045081113414,58043.638899186495,290.4062342496718,17.800103290430947,6.20938056802445,TP
2024-02-28 12:00:00,2024-02-28 17:00:00,long,59231.8,63428.96210232661,56900.95247048271,63428.96210232661,255.30867725411872,17.886911938496166,7.085994520387031,TP
2024-02-28 17:30:00,2024-03-04 16:00:00,long,61450.6,66862.250523589,57240.060632292116,66862.250523589,154.45814898446736,13.478799004084463,8.806505589187088,TP
2024-03-05 03:00:00,2024-03-05 19:15:00,short,67735.4,62808.883817597,70263.440485036,62808.883817597,294.400348085777,21.176740946085374,7.273177957763583,TP
2024-03-06 07:45:00,2024-03-19 14:30:00,long,66759.4,62485.09881181655,62485.09881181655,75250.75473058071,181.53713757611143,-11.768228161829404,-6.402545841010325,SL
2024-03-19 15:45:00,2024-03-20 20:30:00,short,64084.0,67767.55971384775,67767.55971384775,56759.148946979454,196.06674925408993,-11.426805006316904,-5.748017779551442,SL
2024-03-21 08:00:00,2024-03-22 13:45:00,long,67465.6,63479.7964409311,63479.7964409311,75110.84443163393,184.95807646591118,-11.075113917896854,-5.907905005023157,SL
2024-03-22 20:45:00,2024-03-25 17:00:00,long,63539.9,70657.25565113724,59948.52295358793,70657.25565113724,187.4485744773317,20.846897774656718,11.201395738956526,TP
2024-03-25 22:00:00,2024-04-02 02:30:00,long,70441.2,67439.57852823017,67439.57852823017,76331.78856921525,263.31483576205113,-11.430952841036564,-4.26117310859246,SL
2024-04-03 00:30:00,2024-04-07 16:45:00,long,65217.0,70357.40553994165,62606.711695572325,70357.40553994165,271.7667599293362,21.203249276828195,7.88200245325859,TP
2024-04-08 00:00:00,2024-04-12 17:15:00,long,69403.4,67374.74563878047,67374.74563878047,73348.24556700581,393.89359258958564,-11.828584739572339,-2.9229898840972113,SL
2024-04-14 00:00:00,2024-05-01 08:15:00,short,63883.6,56671.82269093717,67514.48390542225,56671.82269093717,196.33024486216087,22.006527163703034,11.288933793748043,TP
2024-05-01 13:45:00,2024-05-03 03:15:00,short,57283.4,59961.01012217061,59961.01012217061,52085.82021663252,252.84544172410924,-12.02108449160388,-4.674321220756122,SL
2024-05-03 07:30:00,2024-05-04 10:45:00,long,59212.0,64249.46733124788,56628.73970093845,64249.46733124788,262.6376807941196,22.13381907503446,8.507510861392753,TP
2024-05-04 12:00:00,2024-05-08 22:00:00,long,63855.8,61278.83944089843,61278.83944089843,68870.96762641963,300.3818388641122,-12.362495646818799,-4.0355935703594215,SL
2024-05-09 03:00:00,2024-05-15 12:30:00,short,61522.9,63768.48364835189,63768.48364835189,57527.42706921912,321.9541596635658,-12.008878634053799,-3.6499964214168816,SL
2024-05-16 06:45:00,2024-05-20 19:30:00,long,65933.6,69703.57734865579,64039.41019310489,69703.57734865579,396.5034877380562,22.35422979403804,5.717839384859589,TP
2024-05-22 03:30:00,2024-06-07 12:15:00,short,69947.9,72000.65970621334,72000.65970621334,65866.41096778095,411.0022683188649,-12.390477655777564,-2.934698119905448,SL
2024-06-07 12:30:00,2024-06-07 18:00:00,long,71064.3,69552.89154367158,69552.89154367158,74086.54101406316,549.6455497252804,-12.12967795122937,-2.1268181862460147,SL
2024-06-08 12:00:00,2024-06-11 04:15:00,long,69419.9,67849.55436994322,67849.55436994322,72370.33275453483,500.6889650070374,-11.726622344917894,-2.2620972229242304,SL
2024-06-11 18:30:00,2024-06-12 12:30:00,short,67199.0,68753.69694748097,68753.69694748097,64082.338716652936,474.3433368765086,-11.353747172065935,-2.3135715523757407,SL
2024-06-12 18:00:00,2024-06-13 03:30:00,long,69180.4,67005.40369671937,67005.40369671937,73048.67390463517,338.2262568451097,-10.904241092878838,-3.143948724321667,SL
2024-06-13 07:15:00,2024-06-14 16:00:00,long,67682.5,65764.86070310962,65764.86070310962,71600.91842874762,363.7659653010587,-10.597545626857231,-2.8332867386553127,SL
2024-06-15 10:30:00,2024-06-24 00:30:00,short,66257.8,62899.03246576558,67968.65991859157,62899.03246576558,386.8365163177004,19.300205905410934,5.069240956135614,TP
2024-06-24 08:00:00,2024-06-24 19:45:00,short,62361.3,59626.27247390285,63876.2725039955,59626.27247390285,434.9980358200733,18.7300451940089,4.385776957980596,TP
2024-06-25 02:30:00,2024-06-30 22:15:00,short,60506.8,62485.47463429069,62485.47463429069,56772.51061086889,340.3345184508946,-11.401781633553979,-3.270169029416007,SL
2024-07-01 05:00:00,2024-07-02 14:30:00,long,63319.7,61966.575060387346,61966.575060387346,65937.04929216155,504.8009589094213,-11.19130133691418,-2.1369730741185626,SL
2024-07-03 12:30:00,2024-07-04 01:45:00,long,60098.9,58499.67868724937,58499.67868724937,63203.46757701419,392.77676080970537,-10.765942938326981,-2.660982668153049,SL
2024-07-04 08:00:00,2024-07-05 02:45:00,long,58311.4,56226.45402384087,56226.45402384087,62348.4586105721,283.2788980662971,-10.355366359982444,-3.5755375040886133,SL
2024-07-05 09:45:00,2024-07-06 13:45:00,short,54505.0,57195.166987510864,57195.166987510864,49211.140168340135,198.92243699383883,-9.977220200325004,-4.935633405212116,SL
2024-07-07 04:15:00,2024-07-08 00:00:00,long,57868.0,55644.79196347724,55644.79196347724,62092.1304204669,247.7644562630334,-9.71697720973061,-3.8418608497317335,SL
2024-07-08 08:15:00,2024-07-10 04:00:00,short,56675.7,59010.37187928502,59010.37187928502,51951.28087604331,223.99773438537977,-9.40645451593657,-4.119352525482743,SL
