1614556800000,45162.64,45500.47,44972.49,45498.26,3788.361,1614557699999,171275930.31718,41638,2202.111,99591452.76521,0
1614557700000,45498.25,46388.28,45454.25,46181.33,7212.686,1614558599999,332219261.48602,78537,3928.415,180943250.97260,0
1614558600000,46181.33,46587.98,46181.00,46261.37,5143.049,1614559499999,238752009.36108,56471,2599.135,120666560.66902,0
1614559500000,46262.42,46448.88,46150.00,46246.26,2581.772,1614560399999,119444516.72890,30408,1335.164,61786848.39343,0
1614560400000,46246.26,46366.00,46005.00,46069.76,2313.226,1614561299999,106767685.21541,29412,1099.747,50771798.43937,0
1614561300000,46069.76,46204.63,45870.00,46146.79,3362.397,1614562199999,154831505.68394,35332,1651.928,76069432.18141,0
1614562200000,46146.79,46514.47,46140.00,46255.08,3036.938,1614563099999,140614546.55660,36116,1591.927,73708168.80430,0
1614563100000,46255.07,46400.00,46052.76,46186.91,2749.689,1614563999999,127060787.35186,31279,1212.583,56053968.93882,0
1614564000000,46186.92,46418.02,46108.45,46407.60,2177.873,1614564899999,100778732.70755,29234,1062.442,49171684.82553,0
1614564900000,46407.59,46836.16,46264.90,46676.63,3554.364,1614565799999,165588509.00151,44826,1942.449,90518291.16614,0
1614565800000,46676.63,46788.88,46573.65,46581.51,2184.907,1614566699999,101992247.45896,25455,1035.190,48323756.86625,0
1614566700000,46581.52,46595.61,46353.06,46435.90,2121.195,1614567599999,98606344.62247,22876,936.530,43546204.32966,0
1614567600000,46435.91,46555.54,46222.00,46411.79,2018.686,1614568499999,93650594.02491,24722,1012.897,47004070.00514,0
1614568500000,46411.67,46541.50,46335.71,46518.13,1267.717,1614569399999,58903999.61348,17478,702.622,32649607.35818,0
1614569400000,46518.13,46537.79,46264.74,46339.72,1421.743,1614570299999,65960660.31425,19078,657.888,30523316.27185,0
1614570300000,46339.73,46540.80,46265.45,46351.91,1587.820,1614571199999,73638443.45952,21244,763.459,35413538.07882,0
1614571200000,46351.91,46505.62,46312.14,46342.77,1360.131,1614572099999,63156942.26191,17974,564.591,26216706.67785,0
1614572100000,46344.70,46392.29,45963.98,46187.06,3454.307,1614572999999,159349823.91832,36937,1427.153,65841887.87782,0
1614573000000,46187.06,46291.49,46020.01,46284.42,1869.408,1614573899999,86286004.47788,20236,896.239,41380600.31984,0
1614573900000,46284.42,46700.00,46250.56,46474.71,3255.649,1614574799999,151326298.76186,36679,1660.983,77214364.91146,0
1614574800000,46479.12,46492.55,46302.00,46332.44,1265.512,1614575699999,58700794.85121,16719,606.368,28127655.30255,0
1614575700000,46332.44,46336.88,46002.00,46067.28,1993.328,1614576599999,92108533.12909,22673,765.104,35370326.72644,0
1614576600000,46067.29,46240.00,46057.90,46141.12,1723.679,1614577499999,79580982.27638,19350,929.235,42902485.99009,0
1614577500000,46143.90,46240.00,46067.07,46230.85,1261.722,1614578399999,58235437.12468,15842,676.277,31218884.33836,0
1614578400000,46230.85,46308.65,46090.00,46273.07,1469.894,1614579299999,67897472.96287,18921,850.414,39287471.28758,0
1614579300000,46273.68,46296.91,46165.61,46269.08,890.464,1614580199999,41172425.99669,13657,462.921,21404527.32877,0
1614580200000,46269.09,46299.79,45761.31,45838.71,4255.562,1614581099999,195585852.82264,40406,1528.042,70258711.94117,0
1614581100000,45838.71,45911.87,45670.00,45887.24,3328.962,1614581999999,152472835.56058,33221,1621.237,74272903.24463,0
1614582000000,45886.08,46200.01,45870.63,46196.82,3172.617,1614582899999,146172158.78537,33130,1759.364,81045757.23658,0
1614582900000,46196.83,46255.51,46090.00,46149.99,1526.254,1614583799999,70465115.15485,20124,716.745,33097555.35643,0
1614583800000,46149.99,46171.27,45929.09,46118.54,2124.681,1614584699999,97873264.43122,23074,908.312,41844117.49667,0
1614584700000,46118.54,46451.92,45970.00,46314.44,3222.487,1614585599999,148961122.67289,35412,1766.436,81663687.95856,0
1614585600000,46315.28,46680.60,46287.32,46555.46,3932.783,1614586499999,182874336.98224,42853,2256.951,104939272.96755,0
1614586500000,46555.45,47113.59,46470.86,46897.86,6404.033,1614587399999,300143004.10576,64574,3690.267,172981526.15871,0
1614587400000,46897.87,47369.30,46828.63,47090.55,4678.042,1614588299999,220312842.99387,47361,2732.787,128737052.82858,0
1614588300000,47097.02,47228.61,46968.13,47020.99,2790.400,1614589199999,131426498.28916,32303,1245.770,58693559.38767,0
1614589200000,47021.00,47404.90,46893.33,47267.28,5217.540,1614590099999,246136142.76779,52087,2407.298,113629886.29641,0
1614590100000,47267.27,47458.50,47122.00,47191.93,3209.791,1614590999999,151710669.69972,38031,1588.891,75122450.68526,0
1614591000000,47188.09,47478.30,47138.92,47464.93,2339.230,1614591899999,110620776.67466,28431,1278.203,60458563.96705,0
1614591900000,47464.93,47541.95,47227.38,47357.85,2679.605,1614592799999,126907364.33659,32086,1187.331,56243714.03337,0
1614592800000,47357.85,47438.11,47000.00,47285.36,3339.199,1614593699999,157560408.92022,40201,1434.935,67723229.58553,0
1614593700000,47285.36,47433.95,47160.00,47196.44,2123.660,1614594599999,100432162.49787,28977,929.588,43968643.22984,0
1614594600000,47195.19,47687.00,47195.19,47593.48,3762.608,1614595499999,178456971.71506,39842,2245.878,106559053.17038,0
1614595500000,47596.80,47736.38,47424.52,47610.29,4472.343,1614596399999,212933470.45566,46855,2334.176,111155203.20208,0
1614596400000,47610.29,47895.93,47470.00,47744.01,5834.629,1614597299999,278262792.46690,63162,2911.898,138903803.01751,0
1614597300000,47744.00,47811.07,47620.10,47650.00,3154.922,1614598199999,150567841.24116,34980,1584.081,75608210.91665,0
